Seller_address,Buyer_address,edge_value,Collection
0x0000000000000000000000000000000000000000,0x55372173689c288552885d897d32f5f706f79aa6,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x55947ed26dc3e0a5b093ec7ebaa463637ef37d28,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x56178626332fc530561535eeaa914b863aa455f2,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x566ac1ca3ebb8c157f2c0b3f9fd1f7ce5fbec45e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x56960def9615f9290c219d1de336f4d7e5540cc6,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,68,Cryptopunks
0x0000000000000000000000000000000000000000,0x585f98cf291f081405412edafcf471d19003ca9c,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x596572fb0e85ed15c2e5fc0f126878cf6b6b95f4,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,3,Cryptopunks
0x0000000000000000000000000000000000000000,0x5b098b00621eda6a96b7a476220661ad265f083f,8,Cryptopunks
0x0000000000000000000000000000000000000000,0x5b331eb6df00b5765894f88e54d2a87128188ec7,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x5bb35c9576ef6e42d4447adcb3272f0b8582e82e,27,Cryptopunks
0x0000000000000000000000000000000000000000,0x5ce9ad759e41bf1b3dfc1a41db940a90d7a43460,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5dea63ad975ecd5f35560a34f9c3655dcb9a0e61,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5e43e1dbba50bb1dd26b38eebc45cca153409f82,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5e49d06e618680e8064a88e63c12c873f52e1f28,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5f18f9082476846b84d1e5198147d3b04a58a785,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x5f5df42ddb92d621176a59c437f54fcf1bb4be23,9,Cryptopunks
0x0000000000000000000000000000000000000000,0x5ff57fe847a6fb357d6765ef7587c057c4253cc5,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x604dfcffc8ee8fcff12ca011479a6136f7416d23,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x609630f177090662bf270b72378921063811559e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x610aec3851d7688c4c8aef3a6173f667e8beef73,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x61e7e7665296749678a441de39bbd099cce72fea,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x624394c3e8699980162fa15e23fdb707d9a53517,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x6277a1073dfbe0ea087e0ef8741dce084831e782,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,21,Cryptopunks
0x0000000000000000000000000000000000000000,0x6301add4fb128de9778b8651a2a9278b86761423,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x63a9dbce75413036b2b778e670aabd4493aaf9f3,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x64d49aa7485de5f17e107339cfc5e1686ab8cf78,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x64d862298fa4221db9507f406f6f433ba18ec053,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x6552be7816f797945120ee965b9903da3f0c4845,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x655533fae22bdde1d73bf7abe97c76f41ffff54d,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x65b435425e7928c594997f38681b542234be91d3,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x6611fe71c233e4e7510b2795c242c9a57790b376,8,Cryptopunks
0x0000000000000000000000000000000000000000,0x671f71bb73453e63a51a90bd3dca23d07349ceb6,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x67e0953073e2897d5d61b2fed8c868fa91124f39,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x67edd0b8f66ce4edeee9ed84a74fbc70ceacfe18,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x691b8793771eb9aa60d82dd1ff515f6d024fc93f,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x6a22c7f8e8cc0327d0429b810d176050572ac1d4,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x6b4cfeb349e5effe40b2ca9a63da19e8213c406b,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x6d1b8b1545ae1d477b636d8bd6a53c05e2ff2ad2,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x6dabf8d750c2c1b8d7fcb93a93989a07afeb1f38,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x6ec30fd91a504aad948839b985c7263888b2ad68,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x6f35b0cfc58eb1e21eef8a439bbb0ce4c929d32a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x6f4a2d3a4f47f9c647d86c929755593911ee91ec,6,Cryptopunks
0x0000000000000000000000000000000000000000,0x6fe7310f81b66618221aa238ea47abf07172dbe2,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x704c978d50590b21e4c2f43eb4da24fe61fcd707,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x73e788a14e414b2e1d921d966d2b517aa6790518,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x74be0af0bf7254328ddffc09425ff71d64a1a836,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x74fed61c646b86c0bcd261ecfe69c7c7d5e16b81,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x76555d4fbb63926fd93d522eb10b14e81651384e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x77a1a28f8246da0e919a02a79479bc1591253530,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x787b9295bd8631d5749eb3aaab8ffd9f381e3592,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x78b57baec44822f542d4e41ae0caa2bb3211a221,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x78f0269f5b1ca914c8c58993f41181f89e212b27,12,Cryptopunks
0x0000000000000000000000000000000000000000,0x7a37a180b143bf8b9b3875c0dcdbc6bca5b0050f,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7b1d4f3602f0fe16c4f611e124d3d7b307245ba8,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7c5aee48d68911e8bdfef5a73db3be86b76700b6,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7d438bf6567673867480b7923669bf349e6c8c12,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7e23a0a9fd1105ca4b1dc9b7e0f0aab3b7071caa,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7e455caac23eb8ed9884f55ed7e5a42d5dec2bd9,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7f30d614e1175ff9ec95a156d0a8de7dfab85ee6,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x810ccbeacd3f139a956d69eac47ef0cb89591c88,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x82b1f29c5608238df2618f996827933c0d844079,7,Cryptopunks
0x0000000000000000000000000000000000000000,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x846d55eba18942d607596fdacf9c32e3fbeb2ce3,3,Cryptopunks
0x0000000000000000000000000000000000000000,0x84c920595cde2841a719fe5aa8be5166d8e7c6da,8,Cryptopunks
0x0000000000000000000000000000000000000000,0x85baec1be8c448e7c7b2ffd0c97e883781c6a702,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x86af6e8b92221c37c2da388df1f175d94047bdb3,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x86f39177283138fd6f5e344dfb78675ba4759ada,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x87464a7b755a0cb506fed19a289d6e47b1d88d99,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x88c50035b55cbc584a1b7db517e11e2d24a2e4ba,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x899241b0c41051313ce36271a7e13d54c94877a1,6,Cryptopunks
0x0000000000000000000000000000000000000000,0x8ad89b71186ce9e148c85638e59756edee7a6d1e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x8bb18f1eeb8d170f4edfe2c5d008986171b4e572,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x8bb4f3be31bc5aac56c75a41522b1e0d517aabc0,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x8bd9c4b5ea8f6f14c9b14d830ddb67f3720d77f6,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x8c9a4427e991c6485e559e3c4f79a88128d8be3e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x8d3eea56a3159b43c327aaca541a2f2fe0549770,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,5,Cryptopunks
0x0000000000000000000000000000000000000000,0x8e662143178bb8c797620a3a61f34a71832475b0,3,Cryptopunks
0x0000000000000000000000000000000000000000,0x8ee483a4c53eb4b1da23da5448c884f6e7a09dbb,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x9059b7c20390161af7a8fd2aac21f1b9ac7b22be,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x9125009a623df7588f7b57cbaa33a56c35357459,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x93918386848cd3ef20838a33d6dcefc1d2597c37,5,Cryptopunks
0x0000000000000000000000000000000000000000,0x94c1d7488476e08d1f2e163b350e4f5e7e667aa3,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x967ee5faa6344323c2898a657a56118b50a45163,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x97920e2780248e89664f57fa11993bdab947f62a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x988860fffd6a586268cdf4e78084de8087d31c17,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x98cfea4a7632ef7148b2f6933c5af622d16b956b,3,Cryptopunks
0x0000000000000000000000000000000000000000,0x996737253bc72d0196f5d4110d679b0566dc3e84,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x99b88481d3b439a4ab8ce43c939b394d03d5394c,1,Cryptopunks
